areaType,areaName,areaCode,date,newDailyNsoDeathsByDeathDate,cumDailyNsoDeathsByDeathDate
nation,Northern Ireland,N92000002,2020-09-24,0,900
nation,Northern Ireland,N92000002,2020-09-23,1,900
nation,Northern Ireland,N92000002,2020-09-22,0,899
nation,Northern Ireland,N92000002,2020-09-21,0,899
nation,Northern Ireland,N92000002,2020-09-20,0,899
nation,Northern Ireland,N92000002,2020-09-19,3,899
nation,Northern Ireland,N92000002,2020-09-18,2,896
nation,Northern Ireland,N92000002,2020-09-17,1,894
nation,Northern Ireland,N92000002,2020-09-16,3,893
nation,Northern Ireland,N92000002,2020-09-15,2,890
nation,Northern Ireland,N92000002,2020-09-14,1,888
nation,Northern Ireland,N92000002,2020-09-13,0,887
nation,Northern Ireland,N92000002,2020-09-12,0,887
nation,Northern Ireland,N92000002,2020-09-11,2,887
nation,Northern Ireland,N92000002,2020-09-10,1,885
nation,Northern Ireland,N92000002,2020-09-09,0,884
nation,Northern Ireland,N92000002,2020-09-08,1,884
nation,Northern Ireland,N92000002,2020-09-07,3,883
nation,Northern Ireland,N92000002,2020-09-06,0,880
nation,Northern Ireland,N92000002,2020-09-05,1,880
nation,Northern Ireland,N92000002,2020-09-04,0,879
nation,Northern Ireland,N92000002,2020-09-03,2,879
nation,Northern Ireland,N92000002,2020-09-02,1,877
nation,Northern Ireland,N92000002,2020-09-01,1,876
nation,Northern Ireland,N92000002,2020-08-31,1,875
nation,Northern Ireland,N92000002,2020-08-30,1,874
nation,Northern Ireland,N92000002,2020-08-29,0,873
nation,Northern Ireland,N92000002,2020-08-28,0,873
nation,Northern Ireland,N92000002,2020-08-27,0,873
nation,Northern Ireland,N92000002,2020-08-26,0,873
nation,Northern Ireland,N92000002,2020-08-25,1,873
nation,Northern Ireland,N92000002,2020-08-24,1,872
nation,Northern Ireland,N92000002,2020-08-23,0,871
nation,Northern Ireland,N92000002,2020-08-22,0,871
nation,Northern Ireland,N92000002,2020-08-21,0,871
nation,Northern Ireland,N92000002,2020-08-20,0,871
nation,Northern Ireland,N92000002,2020-08-19,0,871
nation,Northern Ireland,N92000002,2020-08-18,1,871
nation,Northern Ireland,N92000002,2020-08-17,0,870
nation,Northern Ireland,N92000002,2020-08-16,1,870
nation,Northern Ireland,N92000002,2020-08-15,1,869
nation,Northern Ireland,N92000002,2020-08-14,1,868
nation,Northern Ireland,N92000002,2020-08-13,2,867
nation,Northern Ireland,N92000002,2020-08-12,2,865
nation,Northern Ireland,N92000002,2020-08-11,0,863
nation,Northern Ireland,N92000002,2020-08-10,0,863
nation,Northern Ireland,N92000002,2020-08-09,1,863
nation,Northern Ireland,N92000002,2020-08-08,2,862
nation,Northern Ireland,N92000002,2020-08-07,0,860
nation,Northern Ireland,N92000002,2020-08-06,1,860
nation,Northern Ireland,N92000002,2020-08-05,1,859
nation,Northern Ireland,N92000002,2020-08-04,2,858
nation,Northern Ireland,N92000002,2020-08-03,0,856
nation,Northern Ireland,N92000002,2020-08-02,0,856
nation,Northern Ireland,N92000002,2020-08-01,0,856
nation,Northern Ireland,N92000002,2020-07-31,0,856
nation,Northern Ireland,N92000002,2020-07-30,0,856
nation,Northern Ireland,N92000002,2020-07-29,0,856
nation,Northern Ireland,N92000002,2020-07-28,0,856
nation,Northern Ireland,N92000002,2020-07-27,0,856
nation,Northern Ireland,N92000002,2020-07-26,1,856
nation,Northern Ireland,N92000002,2020-07-25,0,855
nation,Northern Ireland,N92000002,2020-07-24,0,855
nation,Northern Ireland,N92000002,2020-07-23,2,855
nation,Northern Ireland,N92000002,2020-07-22,0,853
nation,Northern Ireland,N92000002,2020-07-21,0,853
nation,Northern Ireland,N92000002,2020-07-20,1,853
nation,Northern Ireland,N92000002,2020-07-19,0,852
nation,Northern Ireland,N92000002,2020-07-18,1,852
nation,Northern Ireland,N92000002,2020-07-17,2,851
nation,Northern Ireland,N92000002,2020-07-16,1,849
nation,Northern Ireland,N92000002,2020-07-15,0,848
nation,Northern Ireland,N92000002,2020-07-14,0,848
nation,Northern Ireland,N92000002,2020-07-13,0,848
nation,Northern Ireland,N92000002,2020-07-12,1,848
nation,Northern Ireland,N92000002,2020-07-11,1,847
nation,Northern Ireland,N92000002,2020-07-10,1,846
nation,Northern Ireland,N92000002,2020-07-09,1,845
nation,Northern Ireland,N92000002,2020-07-08,0,844
nation,Northern Ireland,N92000002,2020-07-07,0,844
nation,Northern Ireland,N92000002,2020-07-06,0,844
nation,Northern Ireland,N92000002,2020-07-05,2,844
nation,Northern Ireland,N92000002,2020-07-04,0,842
nation,Northern Ireland,N92000002,2020-07-03,2,842
nation,Northern Ireland,N92000002,2020-07-02,0,840
nation,Northern Ireland,N92000002,2020-07-01,2,840
nation,Northern Ireland,N92000002,2020-06-30,2,838
nation,Northern Ireland,N92000002,2020-06-29,1,836
nation,Northern Ireland,N92000002,2020-06-28,3,835
nation,Northern Ireland,N92000002,2020-06-27,1,832
nation,Northern Ireland,N92000002,2020-06-26,2,831
nation,Northern Ireland,N92000002,2020-06-25,1,829
nation,Northern Ireland,N92000002,2020-06-24,3,828
nation,Northern Ireland,N92000002,2020-06-23,1,825
nation,Northern Ireland,N92000002,2020-06-22,1,824
nation,Northern Ireland,N92000002,2020-06-21,1,823
nation,Northern Ireland,N92000002,2020-06-20,1,822
nation,Northern Ireland,N92000002,2020-06-19,3,821
nation,Northern Ireland,N92000002,2020-06-18,1,818
nation,Northern Ireland,N92000002,2020-06-17,1,817
nation,Northern Ireland,N92000002,2020-06-16,1,816
nation,Northern Ireland,N92000002,2020-06-15,1,815
nation,Northern Ireland,N92000002,2020-06-14,2,814
nation,Northern Ireland,N92000002,2020-06-13,3,812
nation,Northern Ireland,N92000002,2020-06-12,5,809
nation,Northern Ireland,N92000002,2020-06-11,4,804
nation,Northern Ireland,N92000002,2020-06-10,3,800
nation,Northern Ireland,N92000002,2020-06-09,2,797
nation,Northern Ireland,N92000002,2020-06-08,1,795
nation,Northern Ireland,N92000002,2020-06-07,3,794
nation,Northern Ireland,N92000002,2020-06-06,4,791
nation,Northern Ireland,N92000002,2020-06-05,1,787
nation,Northern Ireland,N92000002,2020-06-04,3,786
nation,Northern Ireland,N92000002,2020-06-03,3,783
nation,Northern Ireland,N92000002,2020-06-02,7,780
nation,Northern Ireland,N92000002,2020-06-01,3,773
nation,Northern Ireland,N92000002,2020-05-31,3,770
nation,Northern Ireland,N92000002,2020-05-30,2,767
nation,Northern Ireland,N92000002,2020-05-29,5,765
nation,Northern Ireland,N92000002,2020-05-28,5,760
nation,Northern Ireland,N92000002,2020-05-27,7,755
nation,Northern Ireland,N92000002,2020-05-26,2,748
nation,Northern Ireland,N92000002,2020-05-25,3,746
nation,Northern Ireland,N92000002,2020-05-24,12,743
nation,Northern Ireland,N92000002,2020-05-23,4,731
nation,Northern Ireland,N92000002,2020-05-22,6,727
nation,Northern Ireland,N92000002,2020-05-21,6,721
nation,Northern Ireland,N92000002,2020-05-20,8,715
nation,Northern Ireland,N92000002,2020-05-19,9,707
nation,Northern Ireland,N92000002,2020-05-18,10,698
nation,Northern Ireland,N92000002,2020-05-17,10,688
nation,Northern Ireland,N92000002,2020-05-16,4,678
nation,Northern Ireland,N92000002,2020-05-15,9,674
nation,Northern Ireland,N92000002,2020-05-14,15,665
nation,Northern Ireland,N92000002,2020-05-13,6,650
nation,Northern Ireland,N92000002,2020-05-12,7,644
nation,Northern Ireland,N92000002,2020-05-11,6,637
nation,Northern Ireland,N92000002,2020-05-10,13,631
nation,Northern Ireland,N92000002,2020-05-09,9,618
nation,Northern Ireland,N92000002,2020-05-08,9,609
nation,Northern Ireland,N92000002,2020-05-07,7,600
nation,Northern Ireland,N92000002,2020-05-06,7,593
nation,Northern Ireland,N92000002,2020-05-05,7,586
nation,Northern Ireland,N92000002,2020-05-04,14,579
nation,Northern Ireland,N92000002,2020-05-03,18,565
nation,Northern Ireland,N92000002,2020-05-02,20,547
nation,Northern Ireland,N92000002,2020-05-01,22,527
nation,Northern Ireland,N92000002,2020-04-30,13,505
nation,Northern Ireland,N92000002,2020-04-29,15,492
nation,Northern Ireland,N92000002,2020-04-28,10,477
nation,Northern Ireland,N92000002,2020-04-27,22,467
nation,Northern Ireland,N92000002,2020-04-26,17,445
nation,Northern Ireland,N92000002,2020-04-25,20,428
nation,Northern Ireland,N92000002,2020-04-24,11,408
nation,Northern Ireland,N92000002,2020-04-23,22,397
nation,Northern Ireland,N92000002,2020-04-22,25,375
nation,Northern Ireland,N92000002,2020-04-21,16,350
nation,Northern Ireland,N92000002,2020-04-20,15,334
nation,Northern Ireland,N92000002,2020-04-19,16,319
nation,Northern Ireland,N92000002,2020-04-18,10,303
nation,Northern Ireland,N92000002,2020-04-17,14,293
nation,Northern Ireland,N92000002,2020-04-16,16,279
nation,Northern Ireland,N92000002,2020-04-15,21,263
nation,Northern Ireland,N92000002,2020-04-14,16,242
nation,Northern Ireland,N92000002,2020-04-13,16,226
nation,Northern Ireland,N92000002,2020-04-12,20,210
nation,Northern Ireland,N92000002,2020-04-11,15,190
nation,Northern Ireland,N92000002,2020-04-10,9,175
nation,Northern Ireland,N92000002,2020-04-09,25,166
nation,Northern Ireland,N92000002,2020-04-08,9,141
nation,Northern Ireland,N92000002,2020-04-07,9,132
nation,Northern Ireland,N92000002,2020-04-06,7,123
nation,Northern Ireland,N92000002,2020-04-05,16,116
nation,Northern Ireland,N92000002,2020-04-04,14,100
nation,Northern Ireland,N92000002,2020-04-03,13,86
nation,Northern Ireland,N92000002,2020-04-02,14,73
nation,Northern Ireland,N92000002,2020-04-01,7,59
nation,Northern Ireland,N92000002,2020-03-31,8,52
nation,Northern Ireland,N92000002,2020-03-30,7,44
nation,Northern Ireland,N92000002,2020-03-29,4,37
nation,Northern Ireland,N92000002,2020-03-28,9,33
nation,Northern Ireland,N92000002,2020-03-27,6,24
nation,Northern Ireland,N92000002,2020-03-26,4,18
nation,Northern Ireland,N92000002,2020-03-25,4,14
nation,Northern Ireland,N92000002,2020-03-24,3,10
nation,Northern Ireland,N92000002,2020-03-23,4,7
nation,Northern Ireland,N92000002,2020-03-22,1,3
nation,Northern Ireland,N92000002,2020-03-21,1,2
nation,Northern Ireland,N92000002,2020-03-20,0,1
nation,Northern Ireland,N92000002,2020-03-19,0,1
nation,Northern Ireland,N92000002,2020-03-18,1,1
nation,Scotland,S92000003,2022-01-07,0,12542
nation,Scotland,S92000003,2022-01-06,3,12542
nation,Scotland,S92000003,2022-01-05,5,12539
nation,Scotland,S92000003,2022-01-04,12,12534
nation,Scotland,S92000003,2022-01-03,4,12522
nation,Scotland,S92000003,2022-01-02,4,12518
nation,Scotland,S92000003,2022-01-01,8,12514
nation,Scotland,S92000003,2021-12-31,7,12506
nation,Scotland,S92000003,2021-12-30,6,12499
nation,Scotland,S92000003,2021-12-29,10,12493
nation,Scotland,S92000003,2021-12-28,15,12483
nation,Scotland,S92000003,2021-12-27,8,12468
nation,Scotland,S92000003,2021-12-26,4,12460
nation,Scotland,S92000003,2021-12-25,9,12456
nation,Scotland,S92000003,2021-12-24,5,12447
nation,Scotland,S92000003,2021-12-23,6,12442
nation,Scotland,S92000003,2021-12-22,8,12436
nation,Scotland,S92000003,2021-12-21,13,12428
nation,Scotland,S92000003,2021-12-20,12,12415
nation,Scotland,S92000003,2021-12-19,5,12403
nation,Scotland,S92000003,2021-12-18,5,12398
nation,Scotland,S92000003,2021-12-17,4,12393
nation,Scotland,S92000003,2021-12-16,9,12389
nation,Scotland,S92000003,2021-12-15,6,12380
nation,Scotland,S92000003,2021-12-14,9,12374
nation,Scotland,S92000003,2021-12-13,6,12365
nation,Scotland,S92000003,2021-12-12,9,12359
nation,Scotland,S92000003,2021-12-11,9,12350
nation,Scotland,S92000003,2021-12-10,9,12341
nation,Scotland,S92000003,2021-12-09,10,12332
nation,Scotland,S92000003,2021-12-08,9,12322
nation,Scotland,S92000003,2021-12-07,21,12313
nation,Scotland,S92000003,2021-12-06,16,12292
nation,Scotland,S92000003,2021-12-05,10,12276
nation,Scotland,S92000003,2021-12-04,14,12266
nation,Scotland,S92000003,2021-12-03,9,12252
nation,Scotland,S92000003,2021-12-02,15,12243
nation,Scotland,S92000003,2021-12-01,14,12228
nation,Scotland,S92000003,2021-11-30,5,12214
nation,Scotland,S92000003,2021-11-29,16,12209
nation,Scotland,S92000003,2021-11-28,18,12193
nation,Scotland,S92000003,2021-11-27,18,12175
nation,Scotland,S92000003,2021-11-26,14,12157
nation,Scotland,S92000003,2021-11-25,11,12143
nation,Scotland,S92000003,2021-11-24,5,12132
nation,Scotland,S92000003,2021-11-23,14,12127
nation,Scotland,S92000003,2021-11-22,17,12113
nation,Scotland,S92000003,2021-11-21,11,12096
nation,Scotland,S92000003,2021-11-20,12,12085
nation,Scotland,S92000003,2021-11-19,11,12073
nation,Scotland,S92000003,2021-11-18,12,12062
nation,Scotland,S92000003,2021-11-17,14,12050
nation,Scotland,S92000003,2021-11-16,11,12036
nation,Scotland,S92000003,2021-11-15,16,12025
nation,Scotland,S92000003,2021-11-14,14,12009
nation,Scotland,S92000003,2021-11-13,12,11995
nation,Scotland,S92000003,2021-11-12,17,11983
nation,Scotland,S92000003,2021-11-11,12,11966
nation,Scotland,S92000003,2021-11-10,14,11954
nation,Scotland,S92000003,2021-11-09,7,11940
nation,Scotland,S92000003,2021-11-08,15,11933
nation,Scotland,S92000003,2021-11-07,16,11918
nation,Scotland,S92000003,2021-11-06,19,11902
nation,Scotland,S92000003,2021-11-05,17,11883
nation,Scotland,S92000003,2021-11-04,22,11866
nation,Scotland,S92000003,2021-11-03,21,11844
nation,Scotland,S92000003,2021-11-02,16,11823
nation,Scotland,S92000003,2021-11-01,28,11807
nation,Scotland,S92000003,2021-10-31,15,11779
nation,Scotland,S92000003,2021-10-30,17,11764
nation,Scotland,S92000003,2021-10-29,24,11747
nation,Scotland,S92000003,2021-10-28,23,11723
nation,Scotland,S92000003,2021-10-27,13,11700
nation,Scotland,S92000003,2021-10-26,23,11687
nation,Scotland,S92000003,2021-10-25,14,11664
nation,Scotland,S92000003,2021-10-24,24,11650
nation,Scotland,S92000003,2021-10-23,23,11626
nation,Scotland,S92000003,2021-10-22,18,11603
nation,Scotland,S92000003,2021-10-21,23,11585
nation,Scotland,S92000003,2021-10-20,19,11562
nation,Scotland,S92000003,2021-10-19,14,11543
nation,Scotland,S92000003,2021-10-18,16,11529
nation,Scotland,S92000003,2021-10-17,16,11513
nation,Scotland,S92000003,2021-10-16,21,11497
nation,Scotland,S92000003,2021-10-15,13,11476
nation,Scotland,S92000003,2021-10-14,21,11463
nation,Scotland,S92000003,2021-10-13,17,11442
nation,Scotland,S92000003,2021-10-12,20,11425
nation,Scotland,S92000003,2021-10-11,27,11405
nation,Scotland,S92000003,2021-10-10,17,11378
nation,Scotland,S92000003,2021-10-09,15,11361
nation,Scotland,S92000003,2021-10-08,13,11346
nation,Scotland,S92000003,2021-10-07,20,11333
nation,Scotland,S92000003,2021-10-06,13,11313
nation,Scotland,S92000003,2021-10-05,28,11300
nation,Scotland,S92000003,2021-10-04,16,11272
nation,Scotland,S92000003,2021-10-03,18,11256
nation,Scotland,S92000003,2021-10-02,24,11238
nation,Scotland,S92000003,2021-10-01,19,11214
nation,Scotland,S92000003,2021-09-30,16,11195
nation,Scotland,S92000003,2021-09-29,24,11179
nation,Scotland,S92000003,2021-09-28,20,11155
nation,Scotland,S92000003,2021-09-27,24,11135
nation,Scotland,S92000003,2021-09-26,18,11111
nation,Scotland,S92000003,2021-09-25,22,11093
nation,Scotland,S92000003,2021-09-24,22,11071
nation,Scotland,S92000003,2021-09-23,20,11049
nation,Scotland,S92000003,2021-09-22,30,11029
nation,Scotland,S92000003,2021-09-21,24,10999
nation,Scotland,S92000003,2021-09-20,24,10975
nation,Scotland,S92000003,2021-09-19,30,10951
nation,Scotland,S92000003,2021-09-18,22,10921
nation,Scotland,S92000003,2021-09-17,23,10899
nation,Scotland,S92000003,2021-09-16,19,10876
nation,Scotland,S92000003,2021-09-15,18,10857
nation,Scotland,S92000003,2021-09-14,22,10839
nation,Scotland,S92000003,2021-09-13,21,10817
nation,Scotland,S92000003,2021-09-12,20,10796
nation,Scotland,S92000003,2021-09-11,20,10776
nation,Scotland,S92000003,2021-09-10,24,10756
nation,Scotland,S92000003,2021-09-09,19,10732
nation,Scotland,S92000003,2021-09-08,11,10713
nation,Scotland,S92000003,2021-09-07,19,10702
nation,Scotland,S92000003,2021-09-06,14,10683
nation,Scotland,S92000003,2021-09-05,17,10669
nation,Scotland,S92000003,2021-09-04,10,10652
nation,Scotland,S92000003,2021-09-03,11,10642
nation,Scotland,S92000003,2021-09-02,10,10631
nation,Scotland,S92000003,2021-09-01,9,10621
nation,Scotland,S92000003,2021-08-31,10,10612
nation,Scotland,S92000003,2021-08-30,5,10602
nation,Scotland,S92000003,2021-08-29,8,10597
nation,Scotland,S92000003,2021-08-28,9,10589
nation,Scotland,S92000003,2021-08-27,11,10580
nation,Scotland,S92000003,2021-08-26,7,10569
nation,Scotland,S92000003,2021-08-25,6,10562
nation,Scotland,S92000003,2021-08-24,4,10556
nation,Scotland,S92000003,2021-08-23,9,10552
nation,Scotland,S92000003,2021-08-22,6,10543
nation,Scotland,S92000003,2021-08-21,4,10537
nation,Scotland,S92000003,2021-08-20,8,10533
nation,Scotland,S92000003,2021-08-19,7,10525
nation,Scotland,S92000003,2021-08-18,8,10518
nation,Scotland,S92000003,2021-08-17,3,10510
nation,Scotland,S92000003,2021-08-16,4,10507
nation,Scotland,S92000003,2021-08-15,7,10503
nation,Scotland,S92000003,2021-08-14,8,10496
nation,Scotland,S92000003,2021-08-13,10,10488
nation,Scotland,S92000003,2021-08-12,3,10478
nation,Scotland,S92000003,2021-08-11,5,10475
nation,Scotland,S92000003,2021-08-10,5,10470
nation,Scotland,S92000003,2021-08-09,6,10465
nation,Scotland,S92000003,2021-08-08,8,10459
nation,Scotland,S92000003,2021-08-07,9,10451
nation,Scotland,S92000003,2021-08-06,6,10442
nation,Scotland,S92000003,2021-08-05,7,10436
nation,Scotland,S92000003,2021-08-04,7,10429
nation,Scotland,S92000003,2021-08-03,3,10422
nation,Scotland,S92000003,2021-08-02,7,10419
nation,Scotland,S92000003,2021-08-01,12,10412
nation,Scotland,S92000003,2021-07-31,7,10400
nation,Scotland,S92000003,2021-07-30,7,10393
nation,Scotland,S92000003,2021-07-29,6,10386
nation,Scotland,S92000003,2021-07-28,5,10380
nation,Scotland,S92000003,2021-07-27,8,10375
nation,Scotland,S92000003,2021-07-26,6,10367
nation,Scotland,S92000003,2021-07-25,5,10361
nation,Scotland,S92000003,2021-07-24,2,10356
nation,Scotland,S92000003,2021-07-23,8,10354
nation,Scotland,S92000003,2021-07-22,8,10346
nation,Scotland,S92000003,2021-07-21,10,10338
nation,Scotland,S92000003,2021-07-20,6,10328
nation,Scotland,S92000003,2021-07-19,9,10322
nation,Scotland,S92000003,2021-07-18,9,10313
nation,Scotland,S92000003,2021-07-17,6,10304
nation,Scotland,S92000003,2021-07-16,5,10298
nation,Scotland,S92000003,2021-07-15,8,10293
nation,Scotland,S92000003,2021-07-14,7,10285
nation,Scotland,S92000003,2021-07-13,8,10278
nation,Scotland,S92000003,2021-07-12,7,10270
nation,Scotland,S92000003,2021-07-11,5,10263
nation,Scotland,S92000003,2021-07-10,9,10258
nation,Scotland,S92000003,2021-07-09,8,10249
nation,Scotland,S92000003,2021-07-08,11,10241
nation,Scotland,S92000003,2021-07-07,6,10230
nation,Scotland,S92000003,2021-07-06,12,10224
nation,Scotland,S92000003,2021-07-05,6,10212
nation,Scotland,S92000003,2021-07-04,5,10206
nation,Scotland,S92000003,2021-07-03,2,10201
nation,Scotland,S92000003,2021-07-02,3,10199
nation,Scotland,S92000003,2021-07-01,2,10196
nation,Scotland,S92000003,2021-06-30,3,10194
nation,Scotland,S92000003,2021-06-29,3,10191
nation,Scotland,S92000003,2021-06-28,5,10188
nation,Scotland,S92000003,2021-06-27,4,10183
nation,Scotland,S92000003,2021-06-26,7,10179
nation,Scotland,S92000003,2021-06-25,1,10172
nation,Scotland,S92000003,2021-06-24,3,10171
nation,Scotland,S92000003,2021-06-23,1,10168
nation,Scotland,S92000003,2021-06-22,5,10167
nation,Scotland,S92000003,2021-06-21,1,10162
nation,Scotland,S92000003,2021-06-20,2,10161
nation,Scotland,S92000003,2021-06-19,2,10159
nation,Scotland,S92000003,2021-06-18,3,10157
nation,Scotland,S92000003,2021-06-17,2,10154
nation,Scotland,S92000003,2021-06-16,1,10152
nation,Scotland,S92000003,2021-06-15,6,10151
nation,Scotland,S92000003,2021-06-14,1,10145
nation,Scotland,S92000003,2021-06-13,3,10144
nation,Scotland,S92000003,2021-06-12,0,10141
nation,Scotland,S92000003,2021-06-11,1,10141
nation,Scotland,S92000003,2021-06-10,0,10140
nation,Scotland,S92000003,2021-06-09,3,10140
nation,Scotland,S92000003,2021-06-08,1,10137
nation,Scotland,S92000003,2021-06-07,1,10136
nation,Scotland,S92000003,2021-06-06,1,10135
nation,Scotland,S92000003,2021-06-05,1,10134
nation,Scotland,S92000003,2021-06-04,1,10133
nation,Scotland,S92000003,2021-06-03,2,10132
nation,Scotland,S92000003,2021-06-02,1,10130
nation,Scotland,S92000003,2021-06-01,1,10129
nation,Scotland,S92000003,2021-05-31,0,10128
nation,Scotland,S92000003,2021-05-30,1,10128
nation,Scotland,S92000003,2021-05-29,3,10127
nation,Scotland,S92000003,2021-05-28,1,10124
nation,Scotland,S92000003,2021-05-27,0,10123
nation,Scotland,S92000003,2021-05-26,1,10123
nation,Scotland,S92000003,2021-05-25,2,10122
nation,Scotland,S92000003,2021-05-24,1,10120
nation,Scotland,S92000003,2021-05-23,1,10119
nation,Scotland,S92000003,2021-05-22,1,10118
nation,Scotland,S92000003,2021-05-21,0,10117
nation,Scotland,S92000003,2021-05-20,1,10117
nation,Scotland,S92000003,2021-05-19,0,10116
nation,Scotland,S92000003,2021-05-18,0,10116
nation,Scotland,S92000003,2021-05-17,2,10116
nation,Scotland,S92000003,2021-05-16,1,10114
nation,Scotland,S92000003,2021-05-15,0,10113
nation,Scotland,S92000003,2021-05-14,2,10113
nation,Scotland,S92000003,2021-05-13,2,10111
nation,Scotland,S92000003,2021-05-12,2,10109
nation,Scotland,S92000003,2021-05-11,0,10107
nation,Scotland,S92000003,2021-05-10,1,10107
nation,Scotland,S92000003,2021-05-09,0,10106
nation,Scotland,S92000003,2021-05-08,0,10106
nation,Scotland,S92000003,2021-05-07,0,10106
nation,Scotland,S92000003,2021-05-06,1,10106
nation,Scotland,S92000003,2021-05-05,1,10105
nation,Scotland,S92000003,2021-05-04,1,10104
nation,Scotland,S92000003,2021-05-03,0,10103
nation,Scotland,S92000003,2021-05-02,2,10103
nation,Scotland,S92000003,2021-05-01,1,10101
nation,Scotland,S92000003,2021-04-30,0,10100
nation,Scotland,S92000003,2021-04-29,2,10100
nation,Scotland,S92000003,2021-04-28,2,10098
nation,Scotland,S92000003,2021-04-27,1,10096
nation,Scotland,S92000003,2021-04-26,2,10095
nation,Scotland,S92000003,2021-04-25,3,10093
nation,Scotland,S92000003,2021-04-24,2,10090
nation,Scotland,S92000003,2021-04-23,3,10088
nation,Scotland,S92000003,2021-04-22,2,10085
nation,Scotland,S92000003,2021-04-21,7,10083
nation,Scotland,S92000003,2021-04-20,3,10076
nation,Scotland,S92000003,2021-04-19,3,10073
nation,Scotland,S92000003,2021-04-18,1,10070
nation,Scotland,S92000003,2021-04-17,4,10069
nation,Scotland,S92000003,2021-04-16,1,10065
nation,Scotland,S92000003,2021-04-15,4,10064
nation,Scotland,S92000003,2021-04-14,2,10060
nation,Scotland,S92000003,2021-04-13,6,10058
nation,Scotland,S92000003,2021-04-12,0,10052
nation,Scotland,S92000003,2021-04-11,4,10052
nation,Scotland,S92000003,2021-04-10,5,10048
nation,Scotland,S92000003,2021-04-09,2,10043
nation,Scotland,S92000003,2021-04-08,4,10041
nation,Scotland,S92000003,2021-04-07,5,10037
nation,Scotland,S92000003,2021-04-06,3,10032
nation,Scotland,S92000003,2021-04-05,5,10029
nation,Scotland,S92000003,2021-04-04,0,10024
nation,Scotland,S92000003,2021-04-03,4,10024
nation,Scotland,S92000003,2021-04-02,5,10020
nation,Scotland,S92000003,2021-04-01,6,10015
nation,Scotland,S92000003,2021-03-31,6,10009
nation,Scotland,S92000003,2021-03-30,5,10003
nation,Scotland,S92000003,2021-03-29,7,9998
nation,Scotland,S92000003,2021-03-28,6,9991
nation,Scotland,S92000003,2021-03-27,5,9985
nation,Scotland,S92000003,2021-03-26,8,9980
nation,Scotland,S92000003,2021-03-25,9,9972
nation,Scotland,S92000003,2021-03-24,6,9963
nation,Scotland,S92000003,2021-03-23,9,9957
nation,Scotland,S92000003,2021-03-22,9,9948
nation,Scotland,S92000003,2021-03-21,10,9939
nation,Scotland,S92000003,2021-03-20,8,9929
nation,Scotland,S92000003,2021-03-19,11,9921
nation,Scotland,S92000003,2021-03-18,6,9910
nation,Scotland,S92000003,2021-03-17,12,9904
nation,Scotland,S92000003,2021-03-16,13,9892
nation,Scotland,S92000003,2021-03-15,7,9879
nation,Scotland,S92000003,2021-03-14,15,9872
nation,Scotland,S92000003,2021-03-13,6,9857
nation,Scotland,S92000003,2021-03-12,9,9851
nation,Scotland,S92000003,2021-03-11,11,9842
nation,Scotland,S92000003,2021-03-10,5,9831
nation,Scotland,S92000003,2021-03-09,14,9826
nation,Scotland,S92000003,2021-03-08,21,9812
nation,Scotland,S92000003,2021-03-07,11,9791
nation,Scotland,S92000003,2021-03-06,12,9780
nation,Scotland,S92000003,2021-03-05,12,9768
nation,Scotland,S92000003,2021-03-04,16,9756
nation,Scotland,S92000003,2021-03-03,14,9740
nation,Scotland,S92000003,2021-03-02,18,9726
nation,Scotland,S92000003,2021-03-01,23,9708
nation,Scotland,S92000003,2021-02-28,12,9685
nation,Scotland,S92000003,2021-02-27,27,9673
nation,Scotland,S92000003,2021-02-26,19,9646
nation,Scotland,S92000003,2021-02-25,22,9627
nation,Scotland,S92000003,2021-02-24,23,9605
nation,Scotland,S92000003,2021-02-23,22,9582
nation,Scotland,S92000003,2021-02-22,26,9560
nation,Scotland,S92000003,2021-02-21,28,9534
nation,Scotland,S92000003,2021-02-20,36,9506
nation,Scotland,S92000003,2021-02-19,49,9470
nation,Scotland,S92000003,2021-02-18,41,9421
nation,Scotland,S92000003,2021-02-17,35,9380
nation,Scotland,S92000003,2021-02-16,34,9345
nation,Scotland,S92000003,2021-02-15,39,9311
nation,Scotland,S92000003,2021-02-14,42,9272
nation,Scotland,S92000003,2021-02-13,35,9230
nation,Scotland,S92000003,2021-02-12,47,9195
nation,Scotland,S92000003,2021-02-11,44,9148
nation,Scotland,S92000003,2021-02-10,41,9104
nation,Scotland,S92000003,2021-02-09,58,9063
nation,Scotland,S92000003,2021-02-08,44,9005
nation,Scotland,S92000003,2021-02-07,48,8961
nation,Scotland,S92000003,2021-02-06,52,8913
nation,Scotland,S92000003,2021-02-05,50,8861
nation,Scotland,S92000003,2021-02-04,40,8811
nation,Scotland,S92000003,2021-02-03,52,8771
nation,Scotland,S92000003,2021-02-02,51,8719
nation,Scotland,S92000003,2021-02-01,49,8668
nation,Scotland,S92000003,2021-01-31,51,8619
nation,Scotland,S92000003,2021-01-30,49,8568
nation,Scotland,S92000003,2021-01-29,62,8519
nation,Scotland,S92000003,2021-01-28,51,8457
nation,Scotland,S92000003,2021-01-27,63,8406
nation,Scotland,S92000003,2021-01-26,54,8343
nation,Scotland,S92000003,2021-01-25,55,8289
nation,Scotland,S92000003,2021-01-24,73,8234
nation,Scotland,S92000003,2021-01-23,57,8161
nation,Scotland,S92000003,2021-01-22,77,8104
